ID,tanggal,judul,narasi,nama file gambar,text,label
40674,17-Jul-16,tulisan prof dr tina afiatin mpsi pokemon go,prof dr tina afiatin mpsi dekan fakultas psikologi ugm ancaman serius game pokemon go dunia booming injeksi “ pembodohan ” bernama aplikasi game pokemon go,40674.png,tulisan prof dr tina afiatin mpsi pokemon go prof dr tina afiatin mpsi dekan fakultas psikologi ugm ancaman serius game pokemon go dunia booming injeksi “ pembodohan ” bernama aplikasi game pokemon go,1
42921,5-Aug-19,dpr bantah pengumuman penerimaan taa saa,informasi diatas hoax setjen bk dpr ri mengeluarkan pengumuman informasi pengumuman resmi penerimaan ta saa dpr ri umumkan web resmi dpr ri wwwdprgoidstophoax,42921.png,dpr bantah pengumuman penerimaan taa saa informasi diatas hoax setjen bk dpr ri mengeluarkan pengumuman informasi pengumuman resmi penerimaan ta saa dpr ri umumkan web resmi dpr ri wwwdprgoidstophoax,1
47102,21-Feb-18,tagor nainggolan cecunguk jongos luhut banser panjaitan,tagor nainggolan cecunguk jongos luhut banser panjaitan tagor ketua asosiasi angkot yg lantang kritik kebijakan gubernur anies sandi si jago komen “ pki ” penegak hukum nih… polisi pade kemane nih →→→→jawaban polisi nihhpolisi meeting james riyadi lippogroupuntuk memenangkan calon gubernur pkiehh maafpdip pilkada jabar ide status via umca editor © hsz,47102.png,tagor nainggolan cecunguk jongos luhut banser panjaitan tagor nainggolan cecunguk jongos luhut banser panjaitan tagor ketua asosiasi angkot yg lantang kritik kebijakan gubernur anies sandi si jago komen “ pki ” penegak hukum nih… polisi pade kemane nih →→→→jawaban polisi nihhpolisi meeting james riyadi lippogroupuntuk memenangkan calon gubernur pkiehh maafpdip pilkada jabar ide status via umca editor © hsz,1
51423,16-Dec-19,dirut garuda ari askhara anggota bin,informasi eks direktur utama garuda i gusti ngurah askhara danadiputra ari askhara anggota bin badan intelijen negara,51423.png,dirut garuda ari askhara anggota bin informasi eks direktur utama garuda i gusti ngurah askhara danadiputra ari askhara anggota bin badan intelijen negara,1
54558,30-Jun-18,polisi desersi menjebak penghuni rumah narkotika,kemarin jam wib shock dengkul lemes tibatiba kedatangan tamu orang,54558.png,polisi desersi menjebak penghuni rumah narkotika kemarin jam wib shock dengkul lemes tibatiba kedatangan tamu orang,1
57813,16-Jul-20,foto barack obama anthony fauci melinda gates mengunjungi pabrik coronavirus laboratorium cina wuhan,foto gambar laboratorium cina wuhan barack obama anthony fauci melinda gates mengunjungi “ pabrik virus ” memeriksa kemajuan penelitian coronavirus,57813.png,foto barack obama anthony fauci melinda gates mengunjungi pabrik coronavirus laboratorium cina wuhan foto gambar laboratorium cina wuhan barack obama anthony fauci melinda gates mengunjungi “ pabrik virus ” memeriksa kemajuan penelitian coronavirus,1
59059,16-Mar-20,destinasi wisata jogja tertutup tgl maret,destinasi wisata jogja tertutup dr tgl sd maret,59059.png,destinasi wisata jogja tertutup tgl maret destinasi wisata jogja tertutup dr tgl sd maret,1
77235,25-Apr-19,hasil buntung tangan buntung,petugas “ situng ” kpu menghitung berdasar pesanan hasil buntung tangan buntung,77235.png,hasil buntung tangan buntung petugas “ situng ” kpu menghitung berdasar pesanan hasil buntung tangan buntung,1
79054,13-Jul-18,klarifikasi video viral polisi menendang muka ibuibu,“ polisi hebat yg menghajar disebuah mini market gara ” hp anaknya tersenggol anak tsb pecah mudah ” n oknum polisi menemui jalannya ”,79054.png,klarifikasi video viral polisi menendang muka ibuibu “ polisi hebat yg menghajar disebuah mini market gara ” hp anaknya tersenggol anak tsb pecah mudah ” n oknum polisi menemui jalannya ”,1
79836,25-Feb-18,satanisme buah disuntik darah mengandung hiv,peringatan buahbuahan yg d dlam ’ y mengandung warna aneh merah dalamnya d makan sekelompok orang menyuntik buah darah mengandung hiv aids tujuan membunuh jutaan orang dunia satanisme share km peduli ya,79836.png,satanisme buah disuntik darah mengandung hiv peringatan buahbuahan yg d dlam ’ y mengandung warna aneh merah dalamnya d makan sekelompok orang menyuntik buah darah mengandung hiv aids tujuan membunuh jutaan orang dunia satanisme share km peduli ya,1
92175,16-Jan-20,foto dibayar pdip ribu suruh demo balaikota modyar,virus corono udh smpe t inter be safe guys ”,92175.png,foto dibayar pdip ribu suruh demo balaikota modyar virus corono udh smpe t inter be safe guys ”,1
95739,12-May-18,setuju setuju dijajah apel siaga pdip,“ setuju ” “ setuju dijajah ” apel siaga pdip,95739.png,setuju setuju dijajah apel siaga pdip “ setuju ” “ setuju dijajah ” apel siaga pdip,1
99324,16-May-20,wapres rakyat bayar iuran kenaikan bpjs dosanya turunan diampuni,wapres rakyat bayar iuran kenaikan bpjs dosanya turunan diampuni,99324.png,wapres rakyat bayar iuran kenaikan bpjs dosanya turunan diampuni wapres rakyat bayar iuran kenaikan bpjs dosanya turunan diampuni,1
101987,29-Mar-19,foto post presiden chechnya dukung prabowo sandi,presiden chechnya dukung prabowo sandikereeeennn,101987.png,foto post presiden chechnya dukung prabowo sandi presiden chechnya dukung prabowo sandikereeeennn,1
112167,7-May-18,garam dimasak racun,garam dimasak dimasak kesalahan kebanyakan orang indonesia memasak garam memasukkan garam masakan masakan mendidih panas menyebabkan garam rcuntoksik… garam dimasak garam menyebabkannya berasid membhayakan kesehatan mengundang penyakit kandungan yodium garam hilang yodium bermanfaat kesehatan tubuh,112167.png,garam dimasak racun garam dimasak dimasak kesalahan kebanyakan orang indonesia memasak garam memasukkan garam masakan masakan mendidih panas menyebabkan garam rcuntoksik… garam dimasak garam menyebabkannya berasid membhayakan kesehatan mengundang penyakit kandungan yodium garam hilang yodium bermanfaat kesehatan tubuh,1
112665,15-Feb-18,didepan mata badan tegap potongan tentara berbahasa mandarin,didepan matabadan tegap potongan tentaraberbahasa mandarinmereka berkumpul pintu kedatangansedang dibagikan kartu seukuran ktp dibungkus kerta putih org lokal yg berbaju batik coklatketika sy ambil bbrp gambar mrk curiga pembagian kartu lakukan ditempat,112665.png,didepan mata badan tegap potongan tentara berbahasa mandarin didepan matabadan tegap potongan tentaraberbahasa mandarinmereka berkumpul pintu kedatangansedang dibagikan kartu seukuran ktp dibungkus kerta putih org lokal yg berbaju batik coklatketika sy ambil bbrp gambar mrk curiga pembagian kartu lakukan ditempat,1
116636,10-Feb-20,terbongkar bandara indonesia jalan masuk emigran china,terbongkar bandara indonesia jalan masuk emigran china dirahasiakan rezim jokowi serangan virus corona mematikan masuk indonesia emigran china bandara wilayah indonesia ikatan dokter indonesia idi merilis bandara ketahuan terpapar virus corona dirahasiakan pemerintah,116636.png,terbongkar bandara indonesia jalan masuk emigran china terbongkar bandara indonesia jalan masuk emigran china dirahasiakan rezim jokowi serangan virus corona mematikan masuk indonesia emigran china bandara wilayah indonesia ikatan dokter indonesia idi merilis bandara ketahuan terpapar virus corona dirahasiakan pemerintah,1
120016,13-Jul-18,penyebutan adzan video wawancara penyelamat thailand mention of adzan in interview video by a rescuer in thailand,proses evakuasi orang remaja orang guru yg hilang terjebak gua perbatasan thailand myanmar,120016.png,penyebutan adzan video wawancara penyelamat thailand mention of adzan in interview video by a rescuer in thailand proses evakuasi orang remaja orang guru yg hilang terjebak gua perbatasan thailand myanmar,1
123361,15-Jul-20,bakar bendera pdip kaos gambar banteng go publik arab saudi,bakar bendera pdip kaos bergambar banteng go publik hadir arab saudi,123361.png,bakar bendera pdip kaos gambar banteng go publik arab saudi bakar bendera pdip kaos bergambar banteng go publik hadir arab saudi,1
128933,4-Mar-18,pakar it video porno dpr rekayasa,pakar it video porno dpr rekayasa,128933.png,pakar it video porno dpr rekayasa pakar it video porno dpr rekayasa,1
129106,31-Jan-18,presiden jokowi fadli zon kritik utang pemerintahan dpr ri dprd dibubarkan,presiden jokowi fadli zon kritik utang pemerintahan dpr ri dprd dibubarkan indonesia berhemat ratusan triliun indonesia bertambah negara maju,129106.png,presiden jokowi fadli zon kritik utang pemerintahan dpr ri dprd dibubarkan presiden jokowi fadli zon kritik utang pemerintahan dpr ri dprd dibubarkan indonesia berhemat ratusan triliun indonesia bertambah negara maju,0
131551,15-Jul-20,video pusat judi terbesar arab saudi arabia,astagfirullahal ’ azim…mari bersamasama berlindung allah swt…ini pusat judi terbesar arab saudi arabia resmikan jeddah fatwa mufti wahaby khiamatsemakindekat,131551.png,video pusat judi terbesar arab saudi arabia astagfirullahal ’ azim…mari bersamasama berlindung allah swt…ini pusat judi terbesar arab saudi arabia resmikan jeddah fatwa mufti wahaby khiamatsemakindekat,1
132856,10-Mar-20,anis nyimak mendengarkan keluhan warganya yg terdampak utang,anis nyimak mendengarkan keluhan warganya yg terdampak utang,132856.png,anis nyimak mendengarkan keluhan warganya yg terdampak utang anis nyimak mendengarkan keluhan warganya yg terdampak utang,1
132956,19-Feb-20,foto gambar pemandangan anak zaman,anake sopo iki pinter tenan lek gambar pemandangan anaknya pintar gambar pemandangan,132956.png,foto gambar pemandangan anak zaman anake sopo iki pinter tenan lek gambar pemandangan anaknya pintar gambar pemandangan,1
133305,23-Dec-19,viral botol minuman meledak klarifikasi floridina,product manager floridina devi chrisnatalia floridina minuman bersifat asam berpotensi meledak botol minuman terbuka mengikuti anjuran penyimpanan devi informasi kemasan botol floridina menghabiskan minuman jam dibuka minuman terbuka disimpan lemari es,133305.png,viral botol minuman meledak klarifikasi floridina product manager floridina devi chrisnatalia floridina minuman bersifat asam berpotensi meledak botol minuman terbuka mengikuti anjuran penyimpanan devi informasi kemasan botol floridina menghabiskan minuman jam dibuka minuman terbuka disimpan lemari es,0
133807,19-Sep-19,pertandingan liga psis semarang vs persebaya diselenggarakan penonton,panitia pelaksana pertandingan psis mengunggah berita mohon suporter termakan kabar panpel menjual tiket menghimbau suporter psis persebaya menyaksikan pertandingan tayangan langsung indosiar psis,133807.png,pertandingan liga psis semarang vs persebaya diselenggarakan penonton panitia pelaksana pertandingan psis mengunggah berita mohon suporter termakan kabar panpel menjual tiket menghimbau suporter psis persebaya menyaksikan pertandingan tayangan langsung indosiar psis,0
134564,27-Apr-19,suasana kali sunter aniesdimana,suasana kali sunter pos kotatrus gubernur pemimpin ngapain aniesdimana,134564.png,suasana kali sunter aniesdimana suasana kali sunter pos kotatrus gubernur pemimpin ngapain aniesdimana,1
134950,27-Feb-19,kedatangan tka model rambut cepak,kedatangan tka model rambut cepak batam suta ditunggu ektp vidio tata memilih paslon presiden bahasa mandarin,134950.png,kedatangan tka model rambut cepak kedatangan tka model rambut cepak batam suta ditunggu ektp vidio tata memilih paslon presiden bahasa mandarin,1
138016,21-Sep-17,tragis biksu tewas diserang buaya mengejar menembaki pengungsi rohingya,etnis rohingya melarikan bangladesh peluang selamat tewas besarnya sungai naf teluk benggala berarus deras penuh buaya ditambah kejaran berondongan peluru militer biksu pengikut wirathu,138016.png,tragis biksu tewas diserang buaya mengejar menembaki pengungsi rohingya etnis rohingya melarikan bangladesh peluang selamat tewas besarnya sungai naf teluk benggala berarus deras penuh buaya ditambah kejaran berondongan peluru militer biksu pengikut wirathu,1
139581,28-Jul-20,awas hatihati disemprotkan fpi virus corona,awas hati dimsemprotkan fpi virus corona,139581.png,awas hatihati disemprotkan fpi virus corona awas hati dimsemprotkan fpi virus corona,1
148165,21-Jun-20,laporan who corona virus bertahan lapisan kubis,dengar laporan who corona virus bertahan lapisan kubis virus tinggal jam kubis virus jam,148165.png,laporan who corona virus bertahan lapisan kubis dengar laporan who corona virus bertahan lapisan kubis virus tinggal jam kubis virus jam,1
150607,4-Jul-19,cek fakta presiden turki erdogan akui kemenangan jokowi pilpres,erdogan akui kemenangan jokowi,150607.png,cek fakta presiden turki erdogan akui kemenangan jokowi pilpres erdogan akui kemenangan jokowi,1
154972,7-Jan-17,laetrile alias amygdalin vitamin b satusatunya obat sembuhkan kanker,ketahulah penyakit kanker kanker timbul kekurangan vitamin b penyebab,154972.png,laetrile alias amygdalin vitamin b satusatunya obat sembuhkan kanker ketahulah penyakit kanker kanker timbul kekurangan vitamin b penyebab,1
156443,11-Jun-20,pasien kanker melemparkan uang koridor rumah sakit,harta poto diambil rumah sakit habrintiongkokseorang pasien kanker membawa tas penuh uang dokter menyelamatkan hidupnya uang membayarnya dokter bilang apapun kankernya stadium akhirdia marah frustasi melemparkan uang koridor rumah sakit berteriak ‘ gunanya memiliki uang… gunanya memiliki uang uang membeli kesehatanuang membeli waktuuang membeli kehidupan sungguh pelajaran selau menjaga kesehatan beramal kebaikan bekal akhirat berdoasupaya umur bermanfaat orang pendek,156443.png,pasien kanker melemparkan uang koridor rumah sakit harta poto diambil rumah sakit habrintiongkokseorang pasien kanker membawa tas penuh uang dokter menyelamatkan hidupnya uang membayarnya dokter bilang apapun kankernya stadium akhirdia marah frustasi melemparkan uang koridor rumah sakit berteriak ‘ gunanya memiliki uang… gunanya memiliki uang uang membeli kesehatanuang membeli waktuuang membeli kehidupan sungguh pelajaran selau menjaga kesehatan beramal kebaikan bekal akhirat berdoasupaya umur bermanfaat orang pendek,1
159264,14-Apr-19,monas bundaran hi,dasyat… buka gbk monas bundaran hi masyarakat optimis masyarakat indonesia bubar masyarakat melanjutkan hasil kerja keras yg selsai masyarakat indonesia no …… kasih kendor gas pol indonesia maju,159264.png,monas bundaran hi dasyat… buka gbk monas bundaran hi masyarakat optimis masyarakat indonesia bubar masyarakat melanjutkan hasil kerja keras yg selsai masyarakat indonesia no …… kasih kendor gas pol indonesia maju,1
163020,7-Feb-17,tips terhindar informasi berita palsu,informasi berita palsu tersebar luas sumber terhindar informasi salah terhindar informasi berita palsu,163020.png,tips terhindar informasi berita palsu informasi berita palsu tersebar luas sumber terhindar informasi salah terhindar informasi berita palsu,0
165464,21-Mar-20,dki jakarta besok lock down warga jakarta dibolehkan masuk kecuali izin polisi,dki jakarta besok lock down warga jakarta dibolehkan masuk kecuali izin polisi,165464.png,dki jakarta besok lock down warga jakarta dibolehkan masuk kecuali izin polisi dki jakarta besok lock down warga jakarta dibolehkan masuk kecuali izin polisi,1
178059,7-Mar-18,tips menyaring hoax media sosial,tips ampuh menyaring hoax media sosial membagikannya … baca judulnya … baca narasi postingannya… lihat alamat urlnya … lihat nama penulis susunan tim redaksinya … isi artikel portal dibagikan sejalan narasi postingan judulnya sumber tulisan,178059.png,tips menyaring hoax media sosial tips ampuh menyaring hoax media sosial membagikannya … baca judulnya … baca narasi postingannya… lihat alamat urlnya … lihat nama penulis susunan tim redaksinya … isi artikel portal dibagikan sejalan narasi postingan judulnya sumber tulisan,0
178993,11-Sep-17,kota myanmar kota terkutuk akibat perbuatannya,kota myanmar kota terkutuk akibat perbuatannya allah badai… islam komen aamiin ya allah lindungilah saudara islam dunia aamiin islam bagikanshare ”,178993.png,kota myanmar kota terkutuk akibat perbuatannya kota myanmar kota terkutuk akibat perbuatannya allah badai… islam komen aamiin ya allah lindungilah saudara islam dunia aamiin islam bagikanshare ”,1
179775,27-Nov-16,penculik anak berpakaian mukena putih bekasi,yg anak hati hati ya daerah bekasi pondok timur alamanda babakan mutiara gading timur beredar wanita memakai mukena putih mengincar anak anak culik kembalikan dalem lemas pucat karna salah organ tubuh nya ambil tolong share yy kawan,179775.png,penculik anak berpakaian mukena putih bekasi yg anak hati hati ya daerah bekasi pondok timur alamanda babakan mutiara gading timur beredar wanita memakai mukena putih mengincar anak anak culik kembalikan dalem lemas pucat karna salah organ tubuh nya ambil tolong share yy kawan,1
179893,3-Oct-16,google ubah foke ahok sungai bersih jakarta,orang kerjaan tim cyber nya ahok bener ga sih hoax,179893.png,google ubah foke ahok sungai bersih jakarta orang kerjaan tim cyber nya ahok bener ga sih hoax,0
182109,19-Feb-20,video pria inggris membenci islam memecahkan kaca jendela masjid,pria inggris membenci islam memecahkan kaca jendela masjid allah langsung membalasnya tonton videonya selesai,182109.png,video pria inggris membenci islam memecahkan kaca jendela masjid pria inggris membenci islam memecahkan kaca jendela masjid allah langsung membalasnya tonton videonya selesai,1
183405,1-Jul-19,deaign rumah yg terjangkau,deaign rumah yg terjangkau riba bi checking bank harga milyaran jt – jt dp itupun dpnya dicicil pembangunan full dp amanah dipertanggung jawabkan riba bonus tv ″ ”,183405.png,deaign rumah yg terjangkau deaign rumah yg terjangkau riba bi checking bank harga milyaran jt – jt dp itupun dpnya dicicil pembangunan full dp amanah dipertanggung jawabkan riba bonus tv ″ ”,1
184592,11-Dec-18,klarifikasi perpusnas terkait undangan temu wicara isbn desember jakarta,selamat malam sahabatpustaka mimim menerima berita bohongterkait kegiatan perpusnas beredar surat menginformasikan acara “ temu wicara isbn ” rabukamis desember hotel bidakara jakarta xx informasi kegiatan temu wicara penerbit dilaksanakan rabu desember aula perpusnas salemba jakarta sahabatpustaka menerima surat undangan diabaikan yah salam literasi,184592.png,klarifikasi perpusnas terkait undangan temu wicara isbn desember jakarta selamat malam sahabatpustaka mimim menerima berita bohongterkait kegiatan perpusnas beredar surat menginformasikan acara “ temu wicara isbn ” rabukamis desember hotel bidakara jakarta xx informasi kegiatan temu wicara penerbit dilaksanakan rabu desember aula perpusnas salemba jakarta sahabatpustaka menerima surat undangan diabaikan yah salam literasi,0
193624,02-Agu-18,bmkg bantah gempa lombok picu gempa megatrhust selatan jawa selat sunda,penjelasan bmkg terkait video viral gempa megathrust jakarta dikaitkan peristiwa gempa lombok m,193624.png,bmkg bantah gempa lombok picu gempa megatrhust selatan jawa selat sunda penjelasan bmkg terkait video viral gempa megathrust jakarta dikaitkan peristiwa gempa lombok m,0
198670,15-Jan-20,fotofoto pemusnahan alquan karpet berkaitan islam turkestan timur,cina membakar alqurankitab kitab agama karpet berkaitan islam turkestan timur alqur ’ an dibakar eropa dunia bangkit orang turkestan timur ribuan alqur ’ an terbakar menyesalinya,198670.png,fotofoto pemusnahan alquan karpet berkaitan islam turkestan timur cina membakar alqurankitab kitab agama karpet berkaitan islam turkestan timur alqur ’ an dibakar eropa dunia bangkit orang turkestan timur ribuan alqur ’ an terbakar menyesalinya,1
199086,7-Nov-19,pancasila ubah jdi bahasa cina,jokowi yg mulia ngga dngan kapolri indonesia knpa pancasila ubah jdi bahasa cina ngga ikhlas yg mndirikan pancasila tuh ulama knapa jdi berubah bahasa asing miris dngernya,199086.png,pancasila ubah jdi bahasa cina jokowi yg mulia ngga dngan kapolri indonesia knpa pancasila ubah jdi bahasa cina ngga ikhlas yg mndirikan pancasila tuh ulama knapa jdi berubah bahasa asing miris dngernya,1
203715,8-May-17,anggota fpi lakukan pencurian jakarta,berdalih sweeping anggota ormas fpi pencurian kamar hotel jakarta,203715.png,anggota fpi lakukan pencurian jakarta berdalih sweeping anggota ormas fpi pencurian kamar hotel jakarta,0
210225,28-Jun-18,smrc bantah lakukan quick count pilbup pinrang,“ survei beredar pastikan hoaks merugikan lembaga ” riswadi rabu,210225.png,smrc bantah lakukan quick count pilbup pinrang “ survei beredar pastikan hoaks merugikan lembaga ” riswadi rabu,0
210283,17-Jun-18,sepucuk surat teman arab saudi,judulnya artikel membahas ttg “ cinta segitiga ” yg berujung indonesia yg proarab arab teluk barat as,210283.png,sepucuk surat teman arab saudi judulnya artikel membahas ttg “ cinta segitiga ” yg berujung indonesia yg proarab arab teluk barat as,1
215192,28-Dec-19,tentara malaysia diterjunkan palestina,lindungi alaqsa…tentara malaysia diterjunkan palestina,215192.png,tentara malaysia diterjunkan palestina lindungi alaqsa…tentara malaysia diterjunkan palestina,1
217503,13-Nov-18,gubernur jatim khofifah indar parawansa masuk timses prabowo sandi,subhanaallah khofifah “ masuk timses prabowo – sandi tulus ikhlas indonesia,217503.png,gubernur jatim khofifah indar parawansa masuk timses prabowo sandi subhanaallah khofifah “ masuk timses prabowo – sandi tulus ikhlas indonesia,1
219297,18-Jan-18,nyimeng kearifan lokal,kangkung digemari indonesia mendaptkannya mudah cobacoba menanam menjual membeli kangkung amerika serikat amerika tanaman dilarang memiliki izin kangkung daftar gulma federal berbahaya terbentuk air tawar iklim tropis,219297.png,nyimeng kearifan lokal kangkung digemari indonesia mendaptkannya mudah cobacoba menanam menjual membeli kangkung amerika serikat amerika tanaman dilarang memiliki izin kangkung daftar gulma federal berbahaya terbentuk air tawar iklim tropis,1
219729,6-Nov-17,megawati membongkar nama nama pelanggan alexis publik mencoreng nama pejabat negara,berita nusantara – ketua pdi perjuangan megawati soekarno putri manajemen hotel alexis membuka nama pelanggan griya pijat pasca ditutup pemerintah provinsi dki halnya mencoreng nama pejabat negara,219729.png,megawati membongkar nama nama pelanggan alexis publik mencoreng nama pejabat negara berita nusantara – ketua pdi perjuangan megawati soekarno putri manajemen hotel alexis membuka nama pelanggan griya pijat pasca ditutup pemerintah provinsi dki halnya mencoreng nama pejabat negara,1
221763,7-Jul-20,foto bos nya pki mulut orang pki muncul,bos nya pki mulut orang pki muncul,221763.png,foto bos nya pki mulut orang pki muncul bos nya pki mulut orang pki muncul,1
230883,31-Mar-20,info pasien yg sembuh rs persahabatan,info pasien yg sembuh rs persahabatan disana minum vit c vitamin e jam – berjemur menit telur butir istirahattidur yg min jam minum air putih min lt makan minum hangat dingin,230883.png,info pasien yg sembuh rs persahabatan info pasien yg sembuh rs persahabatan disana minum vit c vitamin e jam – berjemur menit telur butir istirahattidur yg min jam minum air putih min lt makan minum hangat dingin,1
231079,16-Mar-20,alcohol kill coronavirus,“ wowww … ayooo … then the culture of the cap tikus ancestor must be abolished … think first … peace … note for more information i can get this directly from my facebook thank you ” in the picture there is the cnn logo also the narration “ alcohol kill coronavirus ”,231079.png,alcohol kill coronavirus “ wowww … ayooo … then the culture of the cap tikus ancestor must be abolished … think first … peace … note for more information i can get this directly from my facebook thank you ” in the picture there is the cnn logo also the narration “ alcohol kill coronavirus ”,1
231671,11-Dec-19,polda metro jaya resmi merilis dpo persekusi anggota banser nu,polda metro jaya dpo daftar pencarian orang mr x pelaku persekusi banser nu pondok pinang jaksel kejadian des jam wib menemukan keberadaan orang hubungi humas polda metro ″,231671.png,polda metro jaya resmi merilis dpo persekusi anggota banser nu polda metro jaya dpo daftar pencarian orang mr x pelaku persekusi banser nu pondok pinang jaksel kejadian des jam wib menemukan keberadaan orang hubungi humas polda metro ″,1
234731,9-Jul-18,video preman merak geesper maaf anggota tni menantang berkelahi,menantang anggota tni puluhan preman terminal merak dihajar babak belur,234731.png,video preman merak geesper maaf anggota tni menantang berkelahi menantang anggota tni puluhan preman terminal merak dihajar babak belur,1
245826,18-Aug-20,ptpura barutama perusahaan yg orderan mencetak uang,nama ptpura barutama hangat diperbincangan perusahaan yg orderan mencetak uang,245826.png,ptpura barutama perusahaan yg orderan mencetak uang nama ptpura barutama hangat diperbincangan perusahaan yg orderan mencetak uang,1
248198,14-Nov-19,foto sandiaga uno membawa dokumen sejarah hitam dki,sejarah hitam dki gubernur yg istrinya selingkuh gubernur penjara ” “ yg mr tukul,248198.png,foto sandiaga uno membawa dokumen sejarah hitam dki sejarah hitam dki gubernur yg istrinya selingkuh gubernur penjara ” “ yg mr tukul,1
250387,23-Oct-18,situs tamshnewscom,jokowi pakai dana haji rp t,250387.png,situs tamshnewscom jokowi pakai dana haji rp t,1
253756,29-Apr-16,kertas happy lsd beredar anakanak,warning drugs model lsd kenal dgn nama “ kertas happy ” model bentuknya menarik manis permenefek halusinasi,253756.png,kertas happy lsd beredar anakanak warning drugs model lsd kenal dgn nama “ kertas happy ” model bentuknya menarik manis permenefek halusinasi,1
254964,16-May-20,jenius minum ajinomoto,jenius minum ajinomoto,254964.png,jenius minum ajinomoto jenius minum ajinomoto,0
267526,4-Jul-18,pt mrt klarifikasi perihal kebakaran stasiun lebak bulus,informasi media massa sosial media kebakaran korsleting,267526.png,pt mrt klarifikasi perihal kebakaran stasiun lebak bulus informasi media massa sosial media kebakaran korsleting,0
267542,2-Jul-18,bi bantah keluarkan uang berstempel ganti presiden prabowo satria piningit,“ bi mengeluarkan uang rupiah berstempel ganti presiden prabowo subianto ” deputi direktur kantor perwakilan bi provinsi sulawesi utara sulut buwono budi santoso manado jumat,267542.png,bi bantah keluarkan uang berstempel ganti presiden prabowo satria piningit “ bi mengeluarkan uang rupiah berstempel ganti presiden prabowo subianto ” deputi direktur kantor perwakilan bi provinsi sulawesi utara sulut buwono budi santoso manado jumat,1
269114,8-Sep-17,hoax panglima tni mengirim pasukannya independen,panglima tni gatot nurmantyo kesibukannya kecaman kers pembantaian muslim rohingnya,269114.png,hoax panglima tni mengirim pasukannya independen panglima tni gatot nurmantyo kesibukannya kecaman kers pembantaian muslim rohingnya,0
269838,4-Dec-16,acara parade kebudayaan kitaindonesia tandingan aksi,media sosial portal daring berisikan narasi klaim acara kitaindonesia parade budaya diadakan tanggal desember aksi tandingan aksi damai tanggal desember,269838.png,acara parade kebudayaan kitaindonesia tandingan aksi media sosial portal daring berisikan narasi klaim acara kitaindonesia parade budaya diadakan tanggal desember aksi tandingan aksi damai tanggal desember,0
281537,25-Jul-19,bantu saudara kirim fotto whatshaap,bayi lahir buta perawatannya mendonasi senpun whatsapp mengumpulkan dana kali gambar dibagikan silahkan bagikan,281537.png,bantu saudara kirim fotto whatshaap bayi lahir buta perawatannya mendonasi senpun whatsapp mengumpulkan dana kali gambar dibagikan silahkan bagikan,1
283985,22-Jun-18,klarifikasi kepala bkpsdm kabupaten pamekasan terkait isu penerimaan aparatur sipil negara pamekasan,pusat turun kabar penerimaan asn pamekasan kabar palsu,283985.png,klarifikasi kepala bkpsdm kabupaten pamekasan terkait isu penerimaan aparatur sipil negara pamekasan pusat turun kabar penerimaan asn pamekasan kabar palsu,0
290871,16-Jan-19,teman kelas angkatan kuliah fakultas kehutanan ugm testimoni jokowi,teman kelas angkatan fakultas kehutanan ugm testimoni jokowi dahulunya pas kuliah,290871.png,teman kelas angkatan kuliah fakultas kehutanan ugm testimoni jokowi teman kelas angkatan fakultas kehutanan ugm testimoni jokowi dahulunya pas kuliah,1
292507,19-Apr-18,jasad saddam hussein utuh dikubur,assalamu ’ alaikum wallahu akbar … pembongkaran jenazah saddam husain presiden iraq berkuasa “ juli maret ” kuburan saddam husein buka pindahkan desanya subhanallah mayitnya utuh dikuburkan usia wafatnya wajahnya disingkap darah beliau segar tercium darinya aroma wangi menyebabkan orang berebutan menciumnya seraya memekikkan takbir tahlil bergema beliau dikuburkan disholati ratusan kaum muslimin menyaksikan prosesi pemindahan jasad beliau allahu akbar … semoga beliau keluasan ampunan rahmatnya golongkannya syuhada ’ hadapan allah azza wajalla aamiin …,292507.png,jasad saddam hussein utuh dikubur assalamu ’ alaikum wallahu akbar … pembongkaran jenazah saddam husain presiden iraq berkuasa “ juli maret ” kuburan saddam husein buka pindahkan desanya subhanallah mayitnya utuh dikuburkan usia wafatnya wajahnya disingkap darah beliau segar tercium darinya aroma wangi menyebabkan orang berebutan menciumnya seraya memekikkan takbir tahlil bergema beliau dikuburkan disholati ratusan kaum muslimin menyaksikan prosesi pemindahan jasad beliau allahu akbar … semoga beliau keluasan ampunan rahmatnya golongkannya syuhada ’ hadapan allah azza wajalla aamiin …,1
293078,6-Jan-18,tito insyaallah kedepannya publik percaya polri ulama,“ gmn tito insyaallah kedepannya publik percaya polri ulama ”,293078.png,tito insyaallah kedepannya publik percaya polri ulama “ gmn tito insyaallah kedepannya publik percaya polri ulama ”,0
295701,11-Jun-20,ribuan ikan mati tepi pantai bali,lo tuh ikannya bali mati pinggir pantai bnpbindonesia,295701.png,ribuan ikan mati tepi pantai bali lo tuh ikannya bali mati pinggir pantai bnpbindonesia,1
296355,7-Apr-20,sakit hati gua bule kagak kenal my presiden,sakit hati gua bule kagak kenal my presiden,296355.png,sakit hati gua bule kagak kenal my presiden sakit hati gua bule kagak kenal my presiden,1
